Date,Title,Lehrstuhl,Description,Link
2022/12/15,Klausurtermine WiSe 2022/2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Der Lehrstuhl für BWL, insb. Versicherungsmarketing plant die Klausurtermine im Wintersemester 2022/2023 in Präsenzform. Die Termine sind wie folgt: &#160; Dienstleistungsmarketing (Nachholklausur aus dem SS 2022) &#160; Bachelor 10.02.2023, 09:45 &#8211; 11:15 Uhr LG H5 Marketingtheorie Master 03.02.2023, 11:30 &#8211; 12:30 Uhr LG H5 Kundenmanagement Master 10.02.2023, 09:45 &#8211; 10:45...",https://www.versicherungsmarketing.rw.fau.de/2022/12/15/klausurtermine-wise-2022-2023/
2022/10/20,Studienrichtung Marketing und Customer Insights: Einführungsmodul,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Das Einführungsmodul der Studienrichtung Marketing &#38; Customer Insights findet im Wintersemester 2022/23 an vier Terminen statt und startet bereits Montag, den 24.10.2022. Die Veranstaltung findet am 24.10., 07.11., 14.11. und 21.11.2022, jeweils von 13:15 &#8211; 14:45 Uhr im LG H4 statt.",https://www.versicherungsmarketing.rw.fau.de/2022/10/20/studienrichtung-marketing-und-customer-insights-einfuehrungsmodul/
2022/10/04,Einführungsveranstaltung „Marketing im Bachelor“,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Die Einführungsveranstaltung „Marketing im Bachelor“ findet am Donnerstag, den 20.10.2022, von 15:00 bis 16:30 Uhr (LG H3) statt. Alle interessierten Studierenden sind herzlich eingeladen!",https://www.versicherungsmarketing.rw.fau.de/2022/10/04/digitale-einfuehrungsveranstaltung-marketing-im-bachelor/
2022/08/23,Praxisseminar in Kooperation mit der NÜRNBERGER Versicherung im WS 2022/23,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Wintersemester 2022/23 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Gatzert) und der Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing (Prof. Steul-Fischer) gemeinsam mit der NÜRNBERGER Versicherung ein lehrstuhlübergreifendes Seminar zu dem Thema „Ideenwerkstatt Versicherungen: Von der Idee zum Business-Plan – Entwicklung innovativer Geschäftsmodelle für Versicherungen“ (5 ECTS) an. Das Ziel...",https://www.versicherungsmarketing.rw.fau.de/2022/08/23/praxisseminar-in-kooperation-mit-der-nuernberger-versicherung-im-ws-2022-23/
2022/08/09,Praxisseminar: Kundenorientiertes Vertriebsmanagement für Versicherungen im WS 22/23,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Wintersemester 2022/2023 wird erneut das Praxisseminar &#8222;Kundenorientiertes Vertriebsmanagement für Versicherungen&#8220; (5 ECTS) angeboten. In dem Seminar, welches vom Vorstandsvorsitzenden der NÜRNBERGER Versicherung, Herrn Dr. Zitzmann, durchgeführt wird, erarbeiten die Studierenden Lösungsansätze zu wechselnden Fragestellungen aus dem Bereich Versicherungsvertrieb in Gruppen. Die Studierenden haben die Möglichkeit aktuelle Trends im Versicherungsvertrieb...",https://www.versicherungsmarketing.rw.fau.de/2022/08/09/praxisseminar-kundenorientiertes-vertriebsmanagement-fuer-versicherungen-im-ws-22-23/
2023/01/16,Prof. Dr. Grimm erhält Preis „Impulsrede zur Sozialen Marktwirtschaft“,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Wirtschaftspolitische Club Deutschland e.V. (WPCD), die älteste wirtschaftspolitische Vereinigung in Deutschland, feiert in diesem Jahr sein 70-jähriges Bestehen. Aus diesem besonderen Anlass veranstaltet der Club einen Festakt &#8222;70 Jahre Wirtschaftspolitischer Club Deutschlands (WPCD e.V.)&#8220; am 16. Januar 2023 in der Hessischen Landesvertretung in Berlin. Im Rahmen des Festaktes wird...",https://www.wirtschaftstheorie.rw.fau.de/2023/01/16/prof-dr-grimm-erhaelt-preis-impulsrede-zur-sozialen-marktwirtschaft/
2022/12/19,Impulse 2023: Prof. Veronika Grimm über Versorgungssicherheit,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/12/20/impulse-2023-prof-veronika-grimm-ueber-versorgungssicherheit/
2022/12/02,Wirtschaftsweise Prof. Dr. Grimm stellte Jahresgutachten des Sachverständigenrats vor,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/12/02/wirtschaftsweise-prof-dr-grimm-stellte-jahresgutachten-des-sachverstaendigenrats-vor/
2022/11/24,Verdienstmedaille der FAU für Prof. Dr. Grimm,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/11/24/verdienstmedaille-der-fau-fuer-prof-dr-grimm/
2022/11/17,Sachverständigenrat überreicht sein Jahresgutachten 2022/23 an die Bundesregierung,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Sachverständigenrat hat am 9. November 2022 sein Jahresgutachten 2022/23 mit dem Titel &#8222;Energiekrise solidarisch bewältigen, neue Realität gestalten&#8220; an die Bundesregierung überreicht. Das Gutachten umfasst die aktuelle Konjunkturprognose sowie verschiedene Kapitel zu aktuellen und langfristigen Herausforderungen. Aktuell belasten hohe Energiepreise die deutsche Konjunktur. Der Sachverständigenrat erwartet daher für 2022...",https://www.wirtschaftstheorie.rw.fau.de/2022/11/17/sachverstaendigenrat-ueberreicht-sein-jahresgutachten-2022-23-an-die-bundesregierung/
2022/10/07,Kurzstudie: Mobilisierung von Erzeugungskapazitäten auf dem deutschen Strommarkt,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Die Energiekrise zwingt Deutschland und die Mitgliedsstaaten der Europäischen Union, aktuelle energiepolitische Entscheidungen neu zu bewerten und gegebenenfalls anzupassen. Zunächst rückt die Notwendigkeit, die Erneuerbaren Energien schnell und ambitioniert auszubauen noch stärker in den Fokus. Darüber hinaus gibt es einerseits Überlegungen, Kohlekraftwerke aus der Reserve oder der Betriebsbereitschaft zu reaktivieren....",https://www.wirtschaftstheorie.rw.fau.de/2022/10/07/kurzstudie_mobilisierung_erzeugungskapazitaeten/
2022/09/23,Seminar on behavioral economics: Behavioral Economics of Education,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","In the following semester (WS 2022/23), the chair of economic theory will continue to offer seminars in experimental and behavioural economics. The general topic will be: Economics of Education. Please click on the following links for organisational details and the topic list — Note that the seminar is open to...",https://www.wirtschaftstheorie.rw.fau.de/2022/09/23/seminar-on-behavioral-economics-behavioral-economics-of-education/
2022/07/26,Bachelorarbeiten und Projektarbeiten im Wintersemester 2022/2023,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Die Bewerbungsphase für Energiemarktthemen zur Bachelorarbeit sowie zur Projektarbeit im Wintersemester 2022/2023 an der Professur für Volkswirtschaftslehre, Industrieökonomik und Energiemärkte (Prof. Zöttl), am Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie (Prof. Grimm) sowie an der Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Liebensteiner) läuft ab sofort. &#160; Die Themenliste finden Sie hier. &#160; Bitte...",https://www.wirtschaftstheorie.rw.fau.de/2022/07/26/bachelorarbeiten-und-projektarbeiten-im-wintersemester-2022-2023/
2022/07/12,Kurzstudie: Kohleausstieg 2030 unter neuen Vorzeichen,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","In den kommenden Jahren dürfte der Gaspreis deutlich oberhalb der historischen Werte liegen, wenn Europa sich von Russland unabhängig aufstellt. Diese Entwicklung erfordert eine Neubewertung der deutschen Energiepolitik, unter anderem für die Energiewende im Stromsektor. Um eine Bewertung der Situation zu erleichtern, stellt eine neue Kurzstudie mögliche mittelfristige Entwicklungen für Deutschland...",https://www.wirtschaftstheorie.rw.fau.de/2022/07/12/kohleausstieg-2030-unter-neuen-vorzeichen/
2018/12/18,Post-Doc Fellowship in Experimental and Behavioral Economics,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie bietet zum 01. Oktober 2019 (oder später) ein Post-Doc Fellowship an. Weitere Informationen zu der ausgeschriebenen Stelle und dem Bewerbungsprozess finden Sie hier.",https://www.wirtschaftstheorie.rw.fau.de/2018/12/18/post-doc-position-in-experimental-and-behavioral-economics/
2023/01/30,Einstiegsmöglichkeiten bei der REWE Group,Lehrstuhl für Technologiemanagement,"Die REWE Group ist einer der führenden Handels- und Touristikkonzerne in Europa und ein ständiger Begleiter im Leben – egal, ob es um den täglichen Einkauf von Lebensmitteln (online oder im Markt), den Heimwerker- und Gartenbedarf oder den nächsten Urlaub geht. In der Kölner Konzernzentrale bietet die REWE Group Praktika...",https://www.tm.rw.fau.de/2023/01/30/einstiegsmoeglichkeiten-bei-der-rewe-group/
2023/01/12,9. FAU Digital Tech Fellows Programm startet im April 2023,Lehrstuhl für Technologiemanagement,"Das &#8222;Digital Tech Fellows Program&#8220; ist ein Programm der FAU, das sich an herausragende innovative Talente aus allen Studiengängen und Fakultäten der FAU richtet. Es gibt Dir alles, was Du brauchst, um Deinem Herz und Deiner Leidenschaft für Digitalisierung, Unternehmertum und Innovation zu folgen. Als eines von 20 handverlesenen Talenten...",https://www.tm.rw.fau.de/2023/01/12/9-fau-digital-tech-fellows-programm-startet-im-april-2023/
2022/12/20,Neue Publikation in der Fachzeitschrift „Management International Review“: Cross-Border Dynamics of IP Modularity: International Patenting in LEDs and Lithium-Ion Secondary Battery Technology,Lehrstuhl für Technologiemanagement,"Um von ihren Erfindungen zu profitieren, verlassen sich multinationale Unternehmen (MNUs) auf die Modularität ihres geistigen Eigentums (IP Modularity). So ist es ihnen möglich, den Spagat zwischen dem Besitz der „richtigen“ Patente in einer Technologie und der Teilung anderer „weniger wertvoller“ Patente zu meistern, um Innovationen voranzutreiben und die Verbreitung...",https://www.tm.rw.fau.de/2022/12/20/neue-publikation-in-der-fachzeitschrift-management-international-review-cross-border-dynamics-of-ip-modularity-international-patenting-in-leds-and-lithium-ion-secondary-battery-tec/
2022/12/14,BCG Einstiegsevent für Studentinnen,Lehrstuhl für Technologiemanagement,"Als eine der weltweit größten Strategieberatungen mit mehr als 2.600 Mitarbeitern in Deutschland und Österreich ist die Boston Consulting Group stetig auf der Suche nach weiteren engagierten Talenten. Im Rahmen des Einstiegsevents haben Studentinnen die Möglichkeit die Boston Consulting Group, insbesondere den Health Care Sektor, näher kennen zu lernen. Während...",https://www.tm.rw.fau.de/2022/12/14/bcg-einstiegsevent-fuer-studentinnen/
2022/11/21,FAU Workshop „Impact Starters“ zu Social Entrepreneurship,Lehrstuhl für Technologiemanagement,"Möchtest du lernen, wie du unternehmerisch einen positiven Beitrag zur Lösung gesellschaftlicher &#38; ökologischer Herausforderungen leisten kannst? Die FAU Gründungsberatung bietet Studierenden, wissenschaftlichen Mitarbeitenden, Promovierenden, Postdocs &#38; Alumni aller Fachbereiche und Studiengänge der FAU einen Workshop zum Thema Social Entrepreneurship. Wann?            15.12. – 1.12.2022, jeweils von 09:00 bis 17:30 Wo?               ...",https://www.tm.rw.fau.de/2022/11/21/fau-workshop-impact-starters-zu-social-entrepreneurship/
2022/11/17,Einladung zum Career Workshop von Capgemini Invent,Lehrstuhl für Technologiemanagement,"Capgemini Invent lädt am 25.11.2023 zu einem Networking Event ein, bei dem neben einem Kennenlernen der Firma und einem abschließenden Networking auf dem Christkindlesmarkt, auch eine reale Case Study gelöst werden kann. Bewirb dich bis zum 18. November 2022 via Mail an recruiting.de@capgemini.com mit deinem Lebenslauf und Zeugnissen. Weitere Details...",https://www.tm.rw.fau.de/2022/11/17/einladung-zum-career-workshop-von-capgemini-invent/
2022/11/07,Prof. Bican eröffnet  FAU Start-Up Demo Day mit Key Note,Lehrstuhl für Technologiemanagement,"Am 28. September 2022 fand im Zollhof Tech Incubator in Nürnberg das Pitch-Event &#8222;FAU Start-Up Demo Day&#8220; für FAU-Start-ups statt. Kreative FAU-Studenten, -Mitarbeiter und -Alumni hatten die Möglichkeit, ihr Projekt, Team, ihre Lösung und ihr Geschäftsmodell zu präsentieren. Eine Jury, bestehend aus Experten aus Wirtschaft und Wissenschaft, bewertete die Pitches...",https://www.tm.rw.fau.de/2022/11/07/prof-bican-eroeffnet-fau-start-up-demo-day-mit-key-note/
2022/10/21,BCG Einstiegsevent für Studierende: Strategize your Life,Lehrstuhl für Technologiemanagement,"Als eine der weltweit größten Strategieberatungen mit mehr als 2.600 Mitarbeitern in Deutschland und Österreich ist die Boston Consulting Group stetig auf der Suche nach engagierten Talenten. Im Rahmen des Einstiegsevents haben herausragende Student:innen, die kurz vor dem Abschluss ihres Studiums stehen, sowie Absolvent:innen und Doktorand:innen aller Fachrichtungen daher wieder...",https://www.tm.rw.fau.de/2022/10/21/bcg-einstiegsevent-fuer-studierende-strategize-your-life/
2022/10/19,Neue Workshopreihe „Starting Business Ideas @ FAU“ für Start-Ups,Lehrstuhl für Technologiemanagement,"Allen Entrepreneurship-, Start-up- und Innovationsbegeisterten präsentieren wir stolz unsere neue Workshopreihe &#8222;Starting Business Ideas @ FAU&#8220;. Bist Du&#8230;. &#8230;. gerade mit einer Idee am Start? &#8230;interessiert zu sehen, wohin Du mit Deiner Idee kommen kannst? &#8230;dabei, Dein Geschäftsmodell weiterzuentwickeln? &#8230;gespannt den &#8222;Business Design-Ansatz&#8220; zu erlernen? &#8230;auf der Suche nach Austausch...",https://www.tm.rw.fau.de/2022/10/19/neue-workshopreihe-starting-business-ideas-fau-fuer-start-ups/
2022/08/31,Erfolgreicher Austausch von Forschung und Lehre mit Universität Bern,Lehrstuhl für Technologiemanagement,Im Rahmen der Dr. Alfred-Vinzl-Stiftung besuchte Prof. Dr. Peter Bican bereits im März 2022 die Universität Bern und den dort im Institut für Organisation und Personal ansässigen Prof. Dr. Frederik Riar. Der Austausch wurde von 25. bis 27. Juli 2022 mit einem weiteren Besuch fortgeführt und intensiviert. Die zwei Aufenthalte...,https://www.tm.rw.fau.de/2022/08/31/erfolgreicher-austausch-von-forschung-und-lehre-mit-universitaet-bern/
2023/01/30,Guest Lecture by Maximilian Perez Mengual,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung",On the 27th of January we were pleased to welcome Maximilian Perez (Fraunhofer IIS) for a guest lecture entitled &#8220;Designing Physical Interaction Spaces&#8221; at the FAU Erlangen-Nürnberg. Maximilian highlighted physical innovation spaces with many interesting real-life examples and gave a detailed insight into the development process of such spaces. In...,https://www.wi1.rw.fau.de/guest-lecture-by-maximilian-perez-mengual/
2023/01/23,Innovation & Leadership Final Presentations @ JOSEPHS,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung","It was an exciting weekend with the final presentations of our Innovation &#38; Leadership course. Thank you to JOSEPHS and its great team for providing us with their innovation lab as a top spot for presentations, discussions, and networking! We were excited by the enthusiasm and commitment of the over...",https://www.wi1.rw.fau.de/innovation-leadership-final-presentations-josephs/
2023/01/17,Guest Lecture @Wi1 with Prof. Frank Piller 3 February 2023,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung",We are very happy to welcome Prof. Frank Piller. As part of a guest lecture in our course &#8220;Innovation Strategy&#8221; we have Frank Piller as a guest on 03.02.2023 from 09:45 &#8211; 11:15 at H6. Frank Piller is Professor of Management and one of the directors of the Institute for...,https://www.wi1.rw.fau.de/guest-lecture-wi1-with-prof-frank-piller-3-february-2023/
2022/12/23,Guest Lecture @Wi1 with Rapidminer 23rd January 2023,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung","We are very happy to welcome Ralf Klinkenberg from Rapidminer at Wi1, who will hold a guest lecture on process automation and the Rapidminer platform. See more info on the flyer. Register here!",https://www.wi1.rw.fau.de/guest-lecture-wi1-with-rapidminer/
2022/12/15,Leading Digital Transformation goes into round 4,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung","The executive teaching program Leading Digital Transformation, which is jointly curated and conducted by FAU, the Indian Institute of Management (IIMB) and the Fraunhofer Institute for Integrated Circuits IIS, has welcomed its 4th Batch recently in Bangalore, India. After two virtual runs due to the pandemic, participants could finally get...",https://www.wi1.rw.fau.de/leading-digital-transformation-goes-into-round-4/
